"DTI_CL_UNIDAD_MEDIDA","Unit of measurement","DTI_CL_MES","Month","DTI_CL_GRUPO_OCU_IR","Occupational group","Value","Flag Codes","Flags"
"12_M_VAR","12-month variation in percentages (%)","2021-M03","2021 March","ISCO88_3","Técnicos y profesionales de nivel medio",4.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M03","2021 March","ISCO88_4","Empleados de oficina",4.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M03","2021 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",4.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M03","2021 March","ISCO88_5_B","Vendedores, promotores y modelos",6.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M03","2021 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",5.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M03","2021 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",6.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M03","2021 March","ISCO88_9","Trabajadores no calificados",4.3,,
"IX","Index","2021-M04","2021 April","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",126.15,,
"IX","Index","2021-M04","2021 April","ISCO88_2","Profesionales científicos e intelectuales",120.69,,
"IX","Index","2021-M04","2021 April","ISCO88_3","Técnicos y profesionales de nivel medio",124.86,,
"IX","Index","2021-M04","2021 April","ISCO88_4","Empleados de oficina",126.5,,
"IX","Index","2021-M04","2021 April","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",122.09,,
"IX","Index","2021-M04","2021 April","ISCO88_5_B","Vendedores, promotores y modelos",135.29,,
"IX","Index","2021-M04","2021 April","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",132.7,,
"IX","Index","2021-M04","2021 April","ISCO88_8","Operadores de instalaciones y máquinas y montadores",130.28,,
"IX","Index","2021-M04","2021 April","ISCO88_9","Trabajadores no calificados",129.29,,
"12_M_VAR","12-month variation in percentages (%)","2021-M04","2021 April","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",4.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M04","2021 April","ISCO88_2","Profesionales científicos e intelectuales",4.4,,
"12_M_VAR","12-month variation in percentages (%)","2021-M04","2021 April","ISCO88_3","Técnicos y profesionales de nivel medio",7.8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M04","2021 April","ISCO88_4","Empleados de oficina",6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M04","2021 April","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",5.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M04","2021 April","ISCO88_5_B","Vendedores, promotores y modelos",11.7,,
"12_M_VAR","12-month variation in percentages (%)","2021-M04","2021 April","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",7.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M04","2021 April","ISCO88_8","Operadores de instalaciones y máquinas y montadores",8.8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M04","2021 April","ISCO88_9","Trabajadores no calificados",4,,
"IX","Index","2021-M05","2021 May","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",125.96,,
"IX","Index","2021-M05","2021 May","ISCO88_2","Profesionales científicos e intelectuales",120.09,,
"IX","Index","2021-M05","2021 May","ISCO88_3","Técnicos y profesionales de nivel medio",123.63,,
"IX","Index","2021-M05","2021 May","ISCO88_4","Empleados de oficina",125.29,,
"IX","Index","2021-M05","2021 May","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",121.51,,
"IX","Index","2021-M05","2021 May","ISCO88_5_B","Vendedores, promotores y modelos",138.47,,
"IX","Index","2021-M05","2021 May","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",131.75,,
"IX","Index","2021-M05","2021 May","ISCO88_8","Operadores de instalaciones y máquinas y montadores",130.05,,
"IX","Index","2021-M05","2021 May","ISCO88_9","Trabajadores no calificados",130.61,,
"12_M_VAR","12-month variation in percentages (%)","2021-M05","2021 May","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",3.8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M05","2021 May","ISCO88_2","Profesionales científicos e intelectuales",4.8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M05","2021 May","ISCO88_3","Técnicos y profesionales de nivel medio",7.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M05","2021 May","ISCO88_4","Empleados de oficina",4.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M05","2021 May","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",6.9,,
"12_M_VAR","12-month variation in percentages (%)","2021-M05","2021 May","ISCO88_5_B","Vendedores, promotores y modelos",13.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M05","2021 May","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",4.9,,
"12_M_VAR","12-month variation in percentages (%)","2021-M05","2021 May","ISCO88_8","Operadores de instalaciones y máquinas y montadores",8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M05","2021 May","ISCO88_9","Trabajadores no calificados",4.8,,
"IX","Index","2021-M06","2021 June","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",126.29,,
"IX","Index","2021-M06","2021 June","ISCO88_2","Profesionales científicos e intelectuales",120.65,,
"IX","Index","2021-M06","2021 June","ISCO88_3","Técnicos y profesionales de nivel medio",124.56,,
"IX","Index","2021-M06","2021 June","ISCO88_4","Empleados de oficina",125.69,,
"IX","Index","2021-M06","2021 June","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",122.75,,
"IX","Index","2021-M06","2021 June","ISCO88_5_B","Vendedores, promotores y modelos",140.48,,
"IX","Index","2021-M06","2021 June","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",131.89,,
"IX","Index","2021-M06","2021 June","ISCO88_8","Operadores de instalaciones y máquinas y montadores",129.73,,
"IX","Index","2021-M06","2021 June","ISCO88_9","Trabajadores no calificados",130.73,,
"12_M_VAR","12-month variation in percentages (%)","2021-M06","2021 June","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",4.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M06","2021 June","ISCO88_2","Profesionales científicos e intelectuales",5.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M06","2021 June","ISCO88_3","Técnicos y profesionales de nivel medio",7.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M06","2021 June","ISCO88_4","Empleados de oficina",5.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M06","2021 June","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",6.4,,
"12_M_VAR","12-month variation in percentages (%)","2021-M06","2021 June","ISCO88_5_B","Vendedores, promotores y modelos",14.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M06","2021 June","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",5.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M06","2021 June","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.9,,
"12_M_VAR","12-month variation in percentages (%)","2021-M06","2021 June","ISCO88_9","Trabajadores no calificados",6.1,,
"IX","Index","2021-M07","2021 July","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",127.43,,
"IX","Index","2021-M07","2021 July","ISCO88_2","Profesionales científicos e intelectuales",121.7,,
"IX","Index","2021-M07","2021 July","ISCO88_3","Técnicos y profesionales de nivel medio",126.9,,
"IX","Index","2021-M07","2021 July","ISCO88_4","Empleados de oficina",127.34,,
"IX","Index","2021-M07","2021 July","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",124.52,,
"IX","Index","2021-M07","2021 July","ISCO88_5_B","Vendedores, promotores y modelos",144.54,,
"IX","Index","2021-M07","2021 July","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",134.03,,
"IX","Index","2021-M07","2021 July","ISCO88_8","Operadores de instalaciones y máquinas y montadores",130.62,,
"IX","Index","2021-M07","2021 July","ISCO88_9","Trabajadores no calificados",134.07,,
"12_M_VAR","12-month variation in percentages (%)","2021-M07","2021 July","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",4.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M07","2021 July","ISCO88_2","Profesionales científicos e intelectuales",5.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M07","2021 July","ISCO88_3","Técnicos y profesionales de nivel medio",8.7,,
"12_M_VAR","12-month variation in percentages (%)","2021-M07","2021 July","ISCO88_4","Empleados de oficina",6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M07","2021 July","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",7.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M07","2021 July","ISCO88_5_B","Vendedores, promotores y modelos",14.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M07","2021 July","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",7.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M07","2021 July","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M07","2021 July","ISCO88_9","Trabajadores no calificados",7.6,,
"IX","Index","2021-M08","2021 August","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",127.53,,
"IX","Index","2021-M08","2021 August","ISCO88_2","Profesionales científicos e intelectuales",121.35,,
"IX","Index","2021-M08","2021 August","ISCO88_3","Técnicos y profesionales de nivel medio",126.08,,
"IX","Index","2021-M08","2021 August","ISCO88_4","Empleados de oficina",127.77,,
"IX","Index","2021-M08","2021 August","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",125.43,,
"IX","Index","2021-M08","2021 August","ISCO88_5_B","Vendedores, promotores y modelos",147.56,,
"IX","Index","2021-M08","2021 August","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",134.52,,
"IX","Index","2021-M08","2021 August","ISCO88_8","Operadores de instalaciones y máquinas y montadores",132.18,,
"IX","Index","2021-M08","2021 August","ISCO88_9","Trabajadores no calificados",133.99,,
"12_M_VAR","12-month variation in percentages (%)","2021-M08","2021 August","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",4.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M08","2021 August","ISCO88_2","Profesionales científicos e intelectuales",4.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M08","2021 August","ISCO88_3","Técnicos y profesionales de nivel medio",7.4,,
"12_M_VAR","12-month variation in percentages (%)","2021-M08","2021 August","ISCO88_4","Empleados de oficina",6.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M08","2021 August","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M08","2021 August","ISCO88_5_B","Vendedores, promotores y modelos",10.7,,
"12_M_VAR","12-month variation in percentages (%)","2021-M08","2021 August","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",8.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M08","2021 August","ISCO88_8","Operadores de instalaciones y máquinas y montadores",9.8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M08","2021 August","ISCO88_9","Trabajadores no calificados",7.9,,
"IX","Index","2021-M09","2021 September","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",128.35,,
"IX","Index","2021-M09","2021 September","ISCO88_2","Profesionales científicos e intelectuales",121.69,,
"IX","Index","2021-M09","2021 September","ISCO88_3","Técnicos y profesionales de nivel medio",126.53,,
"IX","Index","2021-M09","2021 September","ISCO88_4","Empleados de oficina",128.29,,
"IX","Index","2021-M09","2021 September","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",125.82,,
"IX","Index","2021-M09","2021 September","ISCO88_5_B","Vendedores, promotores y modelos",143.52,,
"IX","Index","2021-M09","2021 September","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",135.05,,
"IX","Index","2021-M09","2021 September","ISCO88_8","Operadores de instalaciones y máquinas y montadores",133.41,,
"IX","Index","2021-M09","2021 September","ISCO88_9","Trabajadores no calificados",135.44,,
"12_M_VAR","12-month variation in percentages (%)","2021-M09","2021 September","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",3.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M09","2021 September","ISCO88_2","Profesionales científicos e intelectuales",4.7,,
"12_M_VAR","12-month variation in percentages (%)","2021-M09","2021 September","ISCO88_3","Técnicos y profesionales de nivel medio",6.9,,
"12_M_VAR","12-month variation in percentages (%)","2021-M09","2021 September","ISCO88_4","Empleados de oficina",5.9,,
"12_M_VAR","12-month variation in percentages (%)","2021-M09","2021 September","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",6.9,,
"12_M_VAR","12-month variation in percentages (%)","2021-M09","2021 September","ISCO88_5_B","Vendedores, promotores y modelos",3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M09","2021 September","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M09","2021 September","ISCO88_8","Operadores de instalaciones y máquinas y montadores",8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M09","2021 September","ISCO88_9","Trabajadores no calificados",8.1,,
"IX","Index","2021-M10","2021 October","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",128.7,,
"IX","Index","2021-M10","2021 October","ISCO88_2","Profesionales científicos e intelectuales",122.13,,
"IX","Index","2021-M10","2021 October","ISCO88_3","Técnicos y profesionales de nivel medio",127.84,,
"IX","Index","2021-M10","2021 October","ISCO88_4","Empleados de oficina",128.47,,
"IX","Index","2021-M10","2021 October","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",126.4,,
"IX","Index","2021-M10","2021 October","ISCO88_5_B","Vendedores, promotores y modelos",148.82,,
"IX","Index","2021-M10","2021 October","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",136.22,,
"IX","Index","2021-M10","2021 October","ISCO88_8","Operadores de instalaciones y máquinas y montadores",132.68,,
"IX","Index","2021-M10","2021 October","ISCO88_9","Trabajadores no calificados",136.88,,
"12_M_VAR","12-month variation in percentages (%)","2021-M10","2021 October","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",3.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M10","2021 October","ISCO88_2","Profesionales científicos e intelectuales",4.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M10","2021 October","ISCO88_3","Técnicos y profesionales de nivel medio",6.7,,
"12_M_VAR","12-month variation in percentages (%)","2021-M10","2021 October","ISCO88_4","Empleados de oficina",5.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M10","2021 October","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",5.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M10","2021 October","ISCO88_5_B","Vendedores, promotores y modelos",9.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M10","2021 October","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10,,
"12_M_VAR","12-month variation in percentages (%)","2021-M10","2021 October","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M10","2021 October","ISCO88_9","Trabajadores no calificados",9.7,,
"IX","Index","2021-M11","2021 November","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",128.55,,
"IX","Index","2021-M11","2021 November","ISCO88_2","Profesionales científicos e intelectuales",122.79,,
"IX","Index","2021-M11","2021 November","ISCO88_3","Técnicos y profesionales de nivel medio",128.42,,
"IX","Index","2021-M11","2021 November","ISCO88_4","Empleados de oficina",129.38,,
"IX","Index","2021-M11","2021 November","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",128.23,,
"IX","Index","2021-M11","2021 November","ISCO88_5_B","Vendedores, promotores y modelos",154.6,,
"IX","Index","2021-M11","2021 November","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",137.62,,
"IX","Index","2021-M11","2021 November","ISCO88_8","Operadores de instalaciones y máquinas y montadores",135.17,,
"IX","Index","2021-M11","2021 November","ISCO88_9","Trabajadores no calificados",137.47,,
"12_M_VAR","12-month variation in percentages (%)","2021-M11","2021 November","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",3.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M11","2021 November","ISCO88_2","Profesionales científicos e intelectuales",4.4,,
"12_M_VAR","12-month variation in percentages (%)","2021-M11","2021 November","ISCO88_3","Técnicos y profesionales de nivel medio",6.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M11","2021 November","ISCO88_4","Empleados de oficina",5.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M11","2021 November","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",7.4,,
"12_M_VAR","12-month variation in percentages (%)","2021-M11","2021 November","ISCO88_5_B","Vendedores, promotores y modelos",10.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M11","2021 November","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",9.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M11","2021 November","ISCO88_8","Operadores de instalaciones y máquinas y montadores",8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M11","2021 November","ISCO88_9","Trabajadores no calificados",9.3,,
"IX","Index","2021-M12","2021 December","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",130.56,,
"IX","Index","2021-M12","2021 December","ISCO88_2","Profesionales científicos e intelectuales",124.88,,
"IX","Index","2021-M12","2021 December","ISCO88_3","Técnicos y profesionales de nivel medio",130.62,,
"IX","Index","2021-M12","2021 December","ISCO88_4","Empleados de oficina",131.15,,
"IX","Index","2021-M12","2021 December","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",129.99,,
"IX","Index","2021-M12","2021 December","ISCO88_5_B","Vendedores, promotores y modelos",151.18,,
"IX","Index","2021-M12","2021 December","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",138.66,,
"IX","Index","2021-M12","2021 December","ISCO88_8","Operadores de instalaciones y máquinas y montadores",135.77,,
"IX","Index","2021-M12","2021 December","ISCO88_9","Trabajadores no calificados",139.21,,
"12_M_VAR","12-month variation in percentages (%)","2021-M12","2021 December","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",3.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M12","2021 December","ISCO88_2","Profesionales científicos e intelectuales",5.7,,
"12_M_VAR","12-month variation in percentages (%)","2021-M12","2021 December","ISCO88_3","Técnicos y profesionales de nivel medio",7.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M12","2021 December","ISCO88_4","Empleados de oficina",6.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M12","2021 December","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",7.6,,
"12_M_VAR","12-month variation in percentages (%)","2021-M12","2021 December","ISCO88_5_B","Vendedores, promotores y modelos",10.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M12","2021 December","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M12","2021 December","ISCO88_8","Operadores de instalaciones y máquinas y montadores",8.8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M12","2021 December","ISCO88_9","Trabajadores no calificados",9.8,,
"IX","Index","2022-M01","2022 January","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",133.08,,
"IX","Index","2022-M01","2022 January","ISCO88_2","Profesionales científicos e intelectuales",127.21,,
"IX","Index","2022-M01","2022 January","ISCO88_3","Técnicos y profesionales de nivel medio",133.86,,
"IX","Index","2022-M01","2022 January","ISCO88_4","Empleados de oficina",133.44,,
"IX","Index","2022-M01","2022 January","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",132.16,,
"IX","Index","2022-M01","2022 January","ISCO88_5_B","Vendedores, promotores y modelos",149.89,,
"IX","Index","2022-M01","2022 January","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",140.3,,
"IX","Index","2022-M01","2022 January","ISCO88_8","Operadores de instalaciones y máquinas y montadores",138.29,,
"IX","Index","2022-M01","2022 January","ISCO88_9","Trabajadores no calificados",142.64,,
"12_M_VAR","12-month variation in percentages (%)","2022-M01","2022 January","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",5.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M01","2022 January","ISCO88_2","Profesionales científicos e intelectuales",6.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M01","2022 January","ISCO88_3","Técnicos y profesionales de nivel medio",8.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M01","2022 January","ISCO88_4","Empleados de oficina",7.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M01","2022 January","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",9.2,,
"12_M_VAR","12-month variation in percentages (%)","2022-M01","2022 January","ISCO88_5_B","Vendedores, promotores y modelos",6.4,,
"12_M_VAR","12-month variation in percentages (%)","2022-M01","2022 January","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",9.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M01","2022 January","ISCO88_8","Operadores de instalaciones y máquinas y montadores",8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M01","2022 January","ISCO88_9","Trabajadores no calificados",11.9,,
"IX","Index","2022-M02","2022 February","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",132.26,,
"IX","Index","2022-M02","2022 February","ISCO88_2","Profesionales científicos e intelectuales",126.96,,
"IX","Index","2022-M02","2022 February","ISCO88_3","Técnicos y profesionales de nivel medio",132.45,,
"IX","Index","2022-M02","2022 February","ISCO88_4","Empleados de oficina",133.81,,
"IX","Index","2022-M02","2022 February","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",132.69,,
"IX","Index","2022-M02","2022 February","ISCO88_5_B","Vendedores, promotores y modelos",150.34,,
"IX","Index","2022-M02","2022 February","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",140.59,,
"IX","Index","2022-M02","2022 February","ISCO88_8","Operadores de instalaciones y máquinas y montadores",139.93,,
"IX","Index","2022-M02","2022 February","ISCO88_9","Trabajadores no calificados",142.43,,
"12_M_VAR","12-month variation in percentages (%)","2022-M02","2022 February","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",4.6,,
"12_M_VAR","12-month variation in percentages (%)","2022-M02","2022 February","ISCO88_2","Profesionales científicos e intelectuales",6.4,,
"12_M_VAR","12-month variation in percentages (%)","2022-M02","2022 February","ISCO88_3","Técnicos y profesionales de nivel medio",7.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M02","2022 February","ISCO88_4","Empleados de oficina",7.6,,
"12_M_VAR","12-month variation in percentages (%)","2022-M02","2022 February","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",9.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M02","2022 February","ISCO88_5_B","Vendedores, promotores y modelos",11.6,,
"12_M_VAR","12-month variation in percentages (%)","2022-M02","2022 February","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",9.8,,
"12_M_VAR","12-month variation in percentages (%)","2022-M02","2022 February","ISCO88_8","Operadores de instalaciones y máquinas y montadores",9.6,,
"12_M_VAR","12-month variation in percentages (%)","2022-M02","2022 February","ISCO88_9","Trabajadores no calificados",11.8,,
"IX","Index","2022-M03","2022 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",133.75,,
"IX","Index","2022-M03","2022 March","ISCO88_2","Profesionales científicos e intelectuales",128.12,,
"IX","Index","2022-M03","2022 March","ISCO88_3","Técnicos y profesionales de nivel medio",133.66,,
"IX","Index","2022-M03","2022 March","ISCO88_4","Empleados de oficina",135.31,,
"IX","Index","2022-M03","2022 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",133.35,,
"IX","Index","2022-M03","2022 March","ISCO88_5_B","Vendedores, promotores y modelos",156.28,,
"IX","Index","2022-M03","2022 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",143.53,,
"IX","Index","2022-M03","2022 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",140.97,,
"IX","Index","2022-M03","2022 March","ISCO88_9","Trabajadores no calificados",144.35,,
"12_M_VAR","12-month variation in percentages (%)","2022-M03","2022 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",4.5,,
"12_M_VAR","12-month variation in percentages (%)","2022-M03","2022 March","ISCO88_2","Profesionales científicos e intelectuales",6.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M03","2022 March","ISCO88_3","Técnicos y profesionales de nivel medio",7.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M03","2022 March","ISCO88_4","Empleados de oficina",7.3,,
"12_M_VAR","12-month variation in percentages (%)","2022-M03","2022 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",9.5,,
"12_M_VAR","12-month variation in percentages (%)","2022-M03","2022 March","ISCO88_5_B","Vendedores, promotores y modelos",14,,
"12_M_VAR","12-month variation in percentages (%)","2022-M03","2022 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10,,
"12_M_VAR","12-month variation in percentages (%)","2022-M03","2022 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",8.9,,
"12_M_VAR","12-month variation in percentages (%)","2022-M03","2022 March","ISCO88_9","Trabajadores no calificados",11.2,,
"IX","Index","2022-M04","2022 April","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",134.42,,
"IX","Index","2022-M04","2022 April","ISCO88_2","Profesionales científicos e intelectuales",129.47,,
"IX","Index","2022-M04","2022 April","ISCO88_3","Técnicos y profesionales de nivel medio",134.94,,
"IX","Index","2022-M04","2022 April","ISCO88_4","Empleados de oficina",135.95,,
"IX","Index","2022-M04","2022 April","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",133.02,,
"IX","Index","2022-M04","2022 April","ISCO88_5_B","Vendedores, promotores y modelos",152.78,,
"IX","Index","2022-M04","2022 April","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",144.41,,
"IX","Index","2022-M04","2022 April","ISCO88_8","Operadores de instalaciones y máquinas y montadores",142.08,,
"IX","Index","2022-M04","2022 April","ISCO88_9","Trabajadores no calificados",144.56,,
